Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Percentage in Communication skills,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Suggested Job Role
72,92,89,72,61,61,71,93,88,8,9,1,8,5,yes,yes,Data Scientist
81,80,82,82,80,50,83,63,80,12,7,1,9,8,yes,yes,DevOps Engineer
73,84,81,86,77,42,64,84,83,9,8,3,6,6,yes,yes,Quality Assurance Engineer
56,60,58,75,47,43,59,87,93,7,8,1,4,9,yes,yes,Business Analyst
56,56,55,83,57,46,61,63,84,7,8,2,4,9,yes,no,Project Manager
93,74,77,79,93,65,90,72,71,9,8,1,7,6,yes,no,Cloud Architect
86,92,81,81,76,62,83,91,71,12,8,3,9,7,no,yes,Machine Learning Engineer
62,57,54,77,50,40,62,75,85,7,8,0,4,8,no,no,Business Analyst
83,80,85,68,90,64,85,85,74,7,9,1,8,6,yes,yes,Cybersecurity Analyst
66,60,57,69,59,42,67,52,81,7,7,4,5,8,no,yes,UI/UX Designer
72,69,51,80,68,61,69,73,95,9,7,2,6,8,no,yes,Project Manager
76,83,95,82,77,66,87,87,79,8,8,4,8,6,yes,yes,Software Engineer
84,82,77,88,92,65,86,77,87,9,8,3,7,8,yes,no,Cloud Architect
78,88,71,73,67,63,94,80,60,8,8,2,8,4,yes,yes,Database Administrator
61,68,62,79,72,40,58,75,95,8,8,1,6,9,yes,yes,Project Manager
66,57,66,76,64,62,69,61,92,10,8,1,6,8,yes,yes,Project Manager
69,86,85,87,76,48,83,71,78,10,7,5,8,5,no,yes,Mobile App Developer
95,87,72,66,90,65,82,76,69,8,8,4,7,5,yes,yes,Cybersecurity Analyst
85,85,76,82,88,64,73,73,77,7,9,3,7,6,yes,yes,Cybersecurity Analyst
71,97,90,91,69,69,84,92,71,9,9,4,9,6,yes,yes,Machine Learning Engineer
74,85,81,85,69,65,71,89,70,9,9,3,8,5,yes,yes,Machine Learning Engineer
82,93,86,82,77,60,75,97,68,8,9,4,8,7,yes,yes,Machine Learning Engineer
69,85,80,80,79,59,75,83,66,9,7,3,7,6,yes,yes,Mobile App Developer
50,56,61,62,61,46,68,81,93,9,8,0,4,9,yes,yes,Business Analyst
72,85,93,75,75,57,66,74,81,8,7,6,7,7,yes,yes,Mobile App Developer
95,65,76,84,83,69,77,81,83,9,7,3,8,7,no,yes,DevOps Engineer
82,84,86,88,75,61,82,64,74,8,9,3,9,6,yes,yes,DevOps Engineer
89,72,51,64,92,87,84,71,74,7,7,2,4,7,yes,yes,Network Engineer
72,88,76,78,63,43,65,95,72,9,9,4,7,5,yes,yes,Data Scientist
86,79,91,92,73,60,88,80,68,7,9,4,7,7,no,yes,Software Engineer
57,66,54,63,60,54,50,78,86,6,7,1,4,8,no,yes,Business Analyst
75,65,70,69,81,89,76,80,71,8,7,2,6,7,yes,yes,Network Engineer
65,82,92,73,81,59,68,68,77,8,8,3,9,7,no,yes,Web Developer
74,85,92,77,52,63,69,90,72,10,9,1,9,5,no,yes,Data Scientist
80,80,78,79,96,62,80,84,67,8,8,4,8,7,yes,yes,Cybersecurity Analyst
77,75,66,77,86,63,83,71,78,8,8,2,7,6,yes,yes,Systems Analyst
88,84,73,87,81,60,93,73,77,9,8,2,8,8,no,yes,Cloud Architect
89,92,80,81,63,61,74,91,71,9,9,5,8,6,yes,yes,Machine Learning Engineer
71,74,71,75,67,52,77,75,70,10,8,0,7,4,yes,yes,Database Administrator
75,76,92,85,70,55,75,88,74,6,9,4,8,7,yes,yes,Software Engineer
60,65,57,73,53,59,50,50,86,8,6,1,5,8,yes,yes,UI/UX Designer
87,85,94,84,78,56,78,64,84,10,7,4,9,7,no,no,Mobile App Developer
81,75,81,79,77,66,89,73,79,8,7,0,6,6,yes,no,Systems Analyst
75,71,66,76,72,63,75,81,80,6,7,1,6,7,yes,yes,Quality Assurance Engineer
62,77,91,79,76,49,75,64,78,6,6,2,8,5,yes,no,Web Developer
79,79,83,76,79,49,83,70,83,10,7,5,9,5,no,yes,Software Engineer
88,82,81,82,85,64,92,69,76,10,8,1,8,7,no,yes,Cloud Architect
76,70,71,80,73,51,77,73,63,10,7,0,8,6,yes,yes,Database Administrator
84,75,74,79,75,61,90,85,81,10,8,2,7,7,yes,yes,Systems Analyst
81,86,72,86,82,70,88,79,83,9,8,1,7,7,yes,yes,Systems Analyst
92,79,75,83,88,66,73,80,76,11,8,2,8,5,yes,yes,Cybersecurity Analyst
81,75,86,76,93,62,91,84,81,8,8,2,8,7,yes,yes,Cloud Architect
95,74,87,91,87,45,75,74,70,8,8,1,9,6,yes,yes,DevOps Engineer
69,84,82,74,55,54,75,96,86,7,8,2,9,6,yes,yes,Data Scientist
87,87,95,82,69,49,64,69,82,10,8,4,9,6,yes,no,Mobile App Developer
93,72,61,55,96,74,72,61,62,10,7,0,5,7,yes,no,Network Engineer
85,67,79,75,88,48,86,65,80,11,8,2,9,8,yes,yes,DevOps Engineer
97,84,79,86,75,54,83,62,78,9,9,4,8,7,yes,yes,DevOps Engineer
79,85,70,87,78,59,84,85,87,9,8,1,7,7,yes,yes,Systems Analyst
75,77,72,84,70,68,93,79,85,7,8,2,7,6,yes,yes,Systems Analyst
88,70,83,87,85,56,87,73,87,11,8,1,7,6,yes,yes,DevOps Engineer
76,67,60,58,94,73,78,66,78,9,7,1,6,7,no,yes,Network Engineer
64,55,55,72,73,43,74,62,87,10,7,0,6,9,yes,no,Project Manager
74,75,80,79,77,56,81,75,72,10,7,4,8,7,yes,yes,Mobile App Developer
84,77,87,80,93,67,85,73,82,11,9,2,8,8,yes,no,Cloud Architect
87,83,79,86,65,64,91,80,76,8,8,0,7,6,yes,no,Database Administrator
84,91,83,86,64,68,69,80,65,11,9,7,7,5,yes,no,Software Engineer
84,61,51,64,83,81,88,70,67,8,8,2,4,7,yes,yes,Network Engineer
67,82,71,75,72,42,62,79,73,6,7,3,6,7,yes,yes,Quality Assurance Engineer
82,80,82,74,87,67,87,72,81,8,9,4,7,6,no,yes,Cybersecurity Analyst
79,75,80,86,83,42,92,76,68,10,8,0,8,6,yes,yes,Database Administrator
68,80,69,83,61,41,63,84,86,9,8,1,6,6,yes,yes,Quality Assurance Engineer
89,82,96,81,60,52,87,88,83,8,8,7,7,4,yes,yes,Software Engineer
70,73,87,79,72,55,60,72,75,10,8,2,8,5,yes,yes,Mobile App Developer
91,83,87,86,91,73,92,79,77,7,8,1,8,8,yes,yes,Cloud Architect
66,81,70,83,78,44,68,71,73,8,8,2,7,6,yes,yes,Quality Assurance Engineer
91,65,72,77,79,63,75,63,73,8,8,2,9,6,yes,yes,DevOps Engineer
81,63,50,68,85,76,79,66,61,8,6,1,4,5,yes,yes,Network Engineer
54,48,56,71,47,40,63,57,88,6,6,4,7,7,no,yes,UI/UX Designer
65,61,69,62,48,46,54,66,80,7,7,2,7,8,yes,yes,UI/UX Designer
82,89,90,78,72,46,83,91,61,7,7,7,7,4,yes,yes,Software Engineer
74,76,77,86,67,53,74,58,67,9,7,4,7,5,no,no,Web Developer
74,73,91,81,71,44,79,79,74,8,6,3,9,5,yes,yes,Web Developer
63,59,54,80,74,64,58,79,97,7,7,1,6,9,yes,yes,Project Manager
56,74,65,72,71,44,62,71,91,9,7,0,6,9,no,no,Project Manager
81,73,71,88,79,69,85,73,73,10,7,2,7,7,yes,yes,Systems Analyst
87,68,85,78,90,66,86,75,77,9,7,1,9,7,no,yes,DevOps Engineer
69,60,66,76,50,51,49,86,92,6,7,0,5,9,no,yes,Business Analyst
74,77,66,84,69,44,63,66,76,7,7,3,6,7,yes,yes,Quality Assurance Engineer
81,73,86,75,93,50,79,61,78,12,8,2,7,8,yes,yes,DevOps Engineer
67,70,95,82,72,47,76,81,78,8,7,6,9,7,yes,yes,Mobile App Developer
82,91,85,77,70,62,70,91,85,11,9,3,7,7,yes,no,Data Scientist
66,82,93,78,79,57,78,75,78,10,8,5,7,6,yes,yes,Mobile App Developer
84,75,76,80,72,64,92,78,74,9,7,1,7,7,yes,yes,Systems Analyst
75,86,79,81,73,59,68,94,81,7,8,3,8,6,no,yes,Data Scientist
69,79,93,73,66,43,64,65,78,8,8,3,8,7,yes,no,Web Developer
77,75,76,77,60,47,78,77,76,6,8,2,6,7,no,no,Quality Assurance Engineer
85,83,73,81,86,75,83,77,78,8,9,4,7,7,yes,no,Cybersecurity Analyst
86,61,53,64,92,71,79,80,63,8,6,2,5,5,yes,yes,Network Engineer
74,97,91,76,74,48,77,95,80,9,9,6,8,5,yes,yes,Machine Learning Engineer
96,91,73,81,86,79,71,77,77,7,9,2,8,6,yes,yes,Cybersecurity Analyst
80,79,87,81,90,60,89,65,78,10,7,3,7,7,no,yes,DevOps Engineer
81,81,75,87,84,71,85,87,77,8,7,0,7,6,yes,yes,Systems Analyst
82,66,70,83,87,46,81,75,84,10,7,4,7,8,yes,yes,DevOps Engineer
68,55,71,69,56,43,56,61,89,9,6,1,7,8,no,no,UI/UX Designer
60,59,56,72,60,41,57,55,81,7,7,2,5,8,yes,yes,UI/UX Designer
55,60,55,78,55,44,67,84,92,8,8,0,4,9,yes,yes,Business Analyst
68,81,83,85,67,51,77,82,78,6,7,1,6,7,yes,yes,Quality Assurance Engineer
85,56,74,74,87,92,76,67,60,7,7,1,6,5,yes,yes,Network Engineer
83,92,81,77,75,68,73,73,60,9,7,7,7,7,yes,yes,Software Engineer
64,83,86,87,68,56,71,64,84,7,6,3,9,5,no,yes,Web Developer
64,57,60,74,61,38,63,64,86,8,7,4,6,8,yes,no,UI/UX Designer
59,62,65,66,58,54,67,60,86,7,7,2,6,7,yes,yes,UI/UX Designer
62,69,50,79,56,53,55,75,80,7,7,0,3,8,no,no,Business Analyst
75,73,93,81,83,56,63,61,78,6,8,3,8,5,yes,yes,Web Developer
90,73,72,65,92,78,89,83,78,10,8,2,6,7,yes,no,Network Engineer
87,67,56,64,81,73,75,83,77,9,7,0,5,5,no,yes,Network Engineer
84,93,83,72,66,41,62,92,81,7,9,4,9,6,yes,yes,Data Scientist
78,77,86,89,76,60,77,65,78,8,7,6,9,7,yes,no,Mobile App Developer
51,63,74,76,51,37,68,68,83,7,6,2,6,8,no,yes,UI/UX Designer
81,83,78,79,86,53,96,65,82,7,8,2,8,7,yes,yes,Cloud Architect
81,91,74,82,96,82,87,77,79,11,8,4,8,5,yes,yes,Cybersecurity Analyst
68,69,74,79,71,40,69,69,81,8,8,1,6,7,yes,no,Quality Assurance Engineer
84,79,82,93,60,67,79,77,61,8,8,7,9,7,no,yes,Software Engineer
92,86,86,66,97,60,88,80,69,7,9,2,7,6,yes,yes,Cybersecurity Analyst
74,69,59,83,64,56,68,61,95,7,7,0,6,9,yes,yes,Project Manager
70,72,67,85,71,46,66,61,89,7,7,2,6,8,yes,no,Project Manager
80,81,80,87,80,53,97,71,81,11,8,2,8,6,yes,no,Cloud Architect
64,50,74,61,59,54,61,52,84,7,6,2,6,8,no,yes,UI/UX Designer
97,66,71,84,90,56,75,80,77,9,7,3,7,7,yes,yes,DevOps Engineer
90,77,68,77,84,60,94,70,87,9,7,2,7,6,no,yes,Systems Analyst
88,87,73,73,87,71,75,72,84,10,9,4,7,5,yes,yes,Cybersecurity Analyst
68,80,75,83,65,53,75,89,78,8,9,4,8,6,yes,no,Data Scientist
60,70,59,73,67,49,68,68,90,9,8,2,4,9,no,yes,Project Manager
67,67,62,69,45,55,62,88,81,8,8,0,5,8,yes,yes,Business Analyst
71,74,73,76,67,61,60,84,71,8,7,2,7,6,yes,yes,Quality Assurance Engineer
83,80,89,78,80,65,89,60,72,12,8,2,7,7,yes,no,DevOps Engineer
72,73,80,77,80,56,93,84,75,9,7,1,8,4,yes,yes,Database Administrator
87,72,72,77,86,66,91,63,86,10,7,2,8,6,no,yes,DevOps Engineer
68,51,73,68,47,57,61,69,92,9,6,1,6,8,yes,yes,UI/UX Designer
55,59,61,70,61,57,67,71,93,8,7,4,5,7,no,yes,UI/UX Designer
51,65,48,70,53,40,68,71,89,8,7,1,3,9,yes,yes,Business Analyst
53,45,69,73,63,39,53,62,92,9,6,3,6,7,yes,yes,UI/UX Designer
84,71,64,72,81,73,72,66,77,8,8,1,5,6,yes,yes,Network Engineer
75,86,68,77,81,42,91,78,61,7,7,1,8,6,yes,no,Database Administrator
62,69,56,84,62,62,64,77,83,9,7,1,6,8,no,yes,Project Manager
60,60,69,71,64,62,60,76,93,7,7,0,5,8,yes,no,Project Manager
81,86,87,86,72,51,73,69,83,10,8,5,9,7,yes,yes,Mobile App Developer
85,59,65,61,84,80,84,62,64,9,6,0,4,7,yes,no,Network Engineer
70,86,66,77,71,54,79,71,66,9,8,2,7,6,yes,yes,Database Administrator
93,85,85,78,92,55,96,72,70,11,8,2,8,6,no,yes,Cloud Architect
91,87,76,83,85,72,83,76,70,10,7,2,6,7,yes,no,Systems Analyst
86,87,76,75,94,52,89,75,84,11,8,1,7,7,no,yes,Cloud Architect
57,69,67,79,61,48,59,79,87,8,8,1,5,8,yes,yes,Project Manager
93,73,72,87,77,55,76,83,84,12,9,2,8,8,yes,no,DevOps Engineer
94,83,96,77,83,45,69,74,81,6,7,4,8,4,yes,yes,Software Engineer
80,65,79,84,77,61,85,77,71,8,7,4,8,6,yes,yes,DevOps Engineer
84,71,81,81,65,44,76,72,70,9,7,2,6,6,yes,yes,Quality Assurance Engineer
73,61,66,70,59,64,60,61,95,8,7,0,6,9,yes,yes,Project Manager
66,82,93,89,64,42,64,64,69,8,7,4,9,6,no,yes,Mobile App Developer
84,82,84,85,61,63,79,75,67,8,7,3,8,5,yes,yes,Software Engineer
76,74,82,71,75,61,82,70,71,8,8,2,7,4,no,yes,Database Administrator
80,68,74,76,74,43,75,71,81,8,7,1,7,7,no,yes,Quality Assurance Engineer
84,79,84,85,75,47,77,76,66,8,8,1,8,5,yes,yes,Database Administrator
82,71,87,86,73,42,74,75,82,6,6,4,8,7,yes,yes,Web Developer
76,74,84,73,72,56,74,74,82,7,7,4,8,5,yes,yes,Web Developer
80,79,76,75,84,44,83,85,73,8,8,2,8,5,yes,yes,Database Administrator
83,87,82,78,86,60,85,84,69,11,9,2,7,5,yes,no,Cybersecurity Analyst
78,85,90,76,76,48,76,74,71,8,8,4,7,7,yes,yes,Mobile App Developer
79,70,81,88,67,45,71,74,78,10,7,2,9,5,no,yes,Mobile App Developer
71,79,84,80,78,47,80,82,60,11,7,2,7,7,yes,yes,Software Engineer
79,87,92,80,55,52,72,96,70,8,8,2,8,5,yes,yes,Machine Learning Engineer
51,56,60,61,52,41,45,73,90,9,8,0,4,9,yes,yes,Business Analyst
96,83,88,82,96,66,78,81,71,11,9,2,8,7,yes,yes,Cybersecurity Analyst
80,72,89,82,66,40,71,64,80,6,8,2,7,6,yes,yes,Mobile App Developer
88,71,74,79,91,53,80,84,85,12,8,2,7,8,no,yes,DevOps Engineer
50,46,57,68,49,44,59,61,92,7,6,1,5,7,no,yes,UI/UX Designer
75,81,76,90,62,48,66,83,74,8,8,2,6,6,yes,yes,Quality Assurance Engineer
76,86,87,89,62,53,81,73,77,9,8,7,8,5,yes,yes,Software Engineer
84,81,89,66,87,61,88,73,84,10,9,3,7,7,no,no,Cybersecurity Analyst
69,60,49,71,53,43,61,88,80,7,8,1,5,9,yes,no,Business Analyst
65,94,79,77,57,47,64,96,78,7,9,3,8,7,no,yes,Data Scientist
82,70,71,85,93,59,91,65,76,8,8,2,7,7,yes,yes,Cloud Architect
88,71,66,77,77,65,91,73,78,10,7,0,6,7,yes,no,Systems Analyst
92,59,74,64,80,79,74,71,66,7,7,0,6,5,yes,yes,Network Engineer
92,81,71,78,89,77,80,79,75,9,9,3,7,5,yes,no,Cybersecurity Analyst
74,64,59,71,62,40,55,63,86,7,8,0,5,9,yes,yes,Project Manager
83,88,95,77,69,57,72,77,67,7,8,4,9,5,yes,yes,Mobile App Developer
82,72,66,79,83,74,92,84,72,7,7,1,7,7,no,no,Systems Analyst
67,81,90,79,74,36,63,71,75,9,7,1,7,7,yes,yes,Web Developer
76,88,82,78,73,63,76,96,68,8,9,3,8,7,yes,yes,Machine Learning Engineer
84,84,84,85,88,65,88,73,70,11,8,1,8,6,yes,yes,Cloud Architect
77,80,83,88,69,36,69,61,68,6,6,4,8,7,yes,yes,Web Developer
70,84,79,65,66,58,73,96,79,10,8,2,9,7,yes,no,Data Scientist
62,55,53,73,59,59,63,72,97,7,7,0,5,9,no,no,Project Manager
66,51,71,77,46,37,68,50,84,6,7,1,5,8,yes,yes,UI/UX Designer
77,88,84,77,78,57,90,78,74,8,8,1,6,5,yes,yes,Database Administrator
89,92,94,83,76,53,79,70,80,11,8,4,9,4,yes,yes,Software Engineer
84,83,71,76,90,64,95,82,78,8,8,3,7,7,yes,no,Cloud Architect
86,73,82,77,77,45,76,84,72,12,7,1,9,6,yes,no,DevOps Engineer
78,80,86,84,68,43,75,69,83,6,7,6,7,6,yes,yes,Mobile App Developer
80,97,92,89,60,60,79,91,66,11,9,3,9,7,no,yes,Machine Learning Engineer
74,68,57,74,73,43,68,75,85,9,7,2,5,8,yes,yes,Project Manager
57,60,59,74,57,61,61,77,87,7,7,0,6,9,yes,yes,Project Manager
80,57,52,72,90,91,89,64,78,8,8,2,5,7,no,yes,Network Engineer
94,84,76,67,86,65,78,79,68,9,8,1,8,6,yes,no,Cybersecurity Analyst
81,81,81,84,73,46,84,85,71,10,7,2,7,6,yes,yes,Database Administrator
81,67,51,62,86,93,81,78,66,8,6,0,6,6,yes,no,Network Engineer
88,60,62,58,97,81,89,81,78,10,8,2,5,7,no,yes,Network Engineer
76,77,78,76,81,43,58,73,65,7,6,5,8,6,no,yes,Web Developer
79,77,86,90,75,64,84,86,61,6,8,5,7,4,no,yes,Software Engineer
83,72,82,78,83,53,86,69,80,8,8,3,8,8,yes,no,DevOps Engineer
89,79,91,90,75,60,71,73,60,11,8,6,9,5,yes,no,Software Engineer
68,84,80,75,68,51,63,81,77,9,7,4,7,5,yes,yes,Mobile App Developer
89,79,78,81,73,59,83,85,72,7,7,1,7,6,yes,yes,Systems Analyst
74,89,86,90,64,51,76,75,84,7,8,4,8,7,yes,yes,Mobile App Developer
78,78,81,75,86,70,83,77,84,7,7,0,6,6,yes,yes,Systems Analyst
90,60,74,66,90,84,84,75,69,10,6,2,5,6,yes,yes,Network Engineer
73,74,92,76,61,46,76,69,76,7,8,5,7,5,yes,no,Mobile App Developer
86,85,79,82,79,43,90,81,63,9,8,0,7,5,yes,no,Database Administrator
82,71,82,81,75,49,91,67,84,11,8,1,7,6,yes,yes,DevOps Engineer
66,78,82,85,75,57,75,68,70,7,8,2,7,7,yes,yes,Quality Assurance Engineer
93,86,85,70,88,60,81,76,72,7,9,1,8,5,yes,no,Cybersecurity Analyst
65,55,70,73,47,55,51,52,78,7,6,2,5,8,no,yes,UI/UX Designer
73,91,77,75,50,62,72,94,74,11,9,1,9,7,yes,yes,Data Scientist
79,87,84,84,79,60,65,93,73,11,8,4,9,6,yes,yes,Machine Learning Engineer
67,71,66,85,72,47,57,76,97,8,8,2,5,9,yes,yes,Project Manager
84,71,83,77,87,57,84,61,75,11,7,4,9,8,yes,yes,DevOps Engineer
86,85,74,81,85,74,81,84,80,8,8,0,7,6,no,yes,Systems Analyst
94,60,57,55,96,86,84,66,78,8,8,0,6,7,yes,yes,Network Engineer
70,88,75,73,74,55,72,93,82,7,8,4,8,5,no,no,Data Scientist
97,76,74,65,94,79,79,74,82,11,9,3,8,5,yes,yes,Cybersecurity Analyst
86,70,89,81,74,61,72,72,73,9,7,4,7,7,yes,yes,Mobile App Developer
52,48,67,71,53,59,63,68,81,9,7,3,5,8,yes,yes,UI/UX Designer
87,75,83,80,66,47,85,74,77,9,8,1,7,5,yes,yes,Database Administrator
86,80,74,90,75,63,79,66,74,12,7,4,8,7,yes,yes,DevOps Engineer
80,70,78,80,93,51,90,73,72,7,9,3,7,8,yes,yes,Cloud Architect
76,75,78,71,68,50,89,87,60,9,7,2,8,6,yes,yes,Database Administrator
70,79,74,80,74,53,78,77,83,8,8,2,6,7,no,no,Quality Assurance Engineer
85,90,80,83,65,55,67,89,63,8,8,4,9,6,yes,yes,Software Engineer
89,86,86,85,60,45,79,84,78,8,8,3,8,5,no,no,Software Engineer
77,93,88,82,66,52,67,90,66,8,9,5,9,6,yes,yes,Machine Learning Engineer
57,45,64,77,47,45,67,52,82,8,6,4,6,8,yes,yes,UI/UX Designer
74,70,80,86,63,44,61,83,70,9,8,2,7,6,yes,yes,Quality Assurance Engineer
69,79,88,75,72,42,78,70,80,8,7,6,8,6,no,yes,Mobile App Developer
95,84,83,77,93,66,81,74,82,10,9,3,8,7,yes,yes,Cybersecurity Analyst
78,66,84,82,61,60,74,69,75,6,8,3,6,6,no,yes,Quality Assurance Engineer
69,87,88,68,60,59,74,87,76,9,9,3,9,6,yes,yes,Data Scientist
70,58,50,86,72,47,56,77,95,8,8,1,6,9,yes,yes,Project Manager
92,80,74,69,93,60,78,75,84,8,9,3,7,5,yes,yes,Cybersecurity Analyst
80,76,84,86,75,64,79,75,83,7,7,2,7,7,yes,yes,Quality Assurance Engineer
57,64,63,62,64,48,53,78,84,9,7,1,5,9,yes,yes,Business Analyst
83,72,80,84,74,48,85,85,69,7,8,2,7,6,no,yes,Database Administrator
78,97,80,75,51,62,78,87,74,9,9,2,7,6,yes,yes,Data Scientist
80,73,80,74,74,42,61,61,70,6,6,4,9,7,yes,yes,Web Developer
78,67,72,59,81,92,70,75,65,9,7,0,5,7,yes,yes,Network Engineer
57,63,55,61,47,47,55,79,90,8,8,0,4,9,no,yes,Business Analyst
66,65,55,79,55,49,58,86,81,7,8,1,4,9,no,no,Business Analyst
59,71,49,77,61,38,66,76,88,6,8,1,5,8,yes,yes,Business Analyst
59,69,66,71,55,51,62,83,80,8,8,0,5,9,no,yes,Business Analyst
94,70,57,58,89,81,83,75,77,7,7,0,5,6,yes,no,Network Engineer
70,78,79,88,63,57,60,76,78,7,7,2,6,6,yes,yes,Quality Assurance Engineer
72,63,61,87,59,41,61,69,94,7,7,0,6,9,yes,yes,Project Manager
87,62,56,55,95,75,76,71,68,9,8,1,4,5,no,no,Network Engineer
81,82,86,70,60,42,67,94,71,7,8,1,8,6,no,no,Data Scientist
60,53,74,79,53,42,64,51,75,6,6,1,7,8,no,no,UI/UX Designer
66,74,71,84,59,63,68,71,90,10,7,1,5,9,yes,no,Project Manager
90,86,85,78,82,50,88,86,65,10,8,7,8,6,yes,no,Software Engineer
80,83,85,85,87,73,85,69,81,8,9,3,7,7,yes,yes,Cloud Architect
74,66,56,77,61,45,63,72,86,10,8,0,4,9,yes,no,Project Manager
74,70,79,89,68,52,60,73,72,7,7,3,6,6,yes,yes,Quality Assurance Engineer
86,71,83,76,74,49,94,78,76,9,7,1,8,5,no,yes,Database Administrator
84,84,73,82,88,62,96,83,76,10,9,1,7,7,yes,yes,Cloud Architect
89,87,77,81,81,43,84,80,65,8,7,0,7,6,yes,no,Database Administrator
54,67,69,69,47,57,69,82,90,9,8,1,4,8,no,yes,Business Analyst
93,81,82,72,91,64,81,82,84,10,9,3,8,5,yes,yes,Cybersecurity Analyst
68,73,53,79,61,50,51,72,93,9,7,0,3,9,yes,no,Business Analyst
87,82,85,79,92,59,86,67,81,8,8,3,8,8,no,yes,Cloud Architect
81,87,72,75,85,78,80,78,78,7,8,4,7,5,yes,yes,Cybersecurity Analyst
78,75,78,81,76,43,69,74,84,9,8,1,6,6,no,yes,Quality Assurance Engineer
68,66,76,82,79,57,66,58,72,6,8,5,8,7,yes,no,Web Developer
92,76,70,90,89,60,85,83,75,10,9,3,7,8,yes,yes,DevOps Engineer
66,63,45,77,53,55,64,78,81,8,8,1,5,9,yes,no,Business Analyst
82,90,90,81,54,51,70,95,72,7,9,1,8,6,no,yes,Data Scientist
93,91,93,77,60,59,85,92,60,8,8,2,8,6,yes,no,Software Engineer
88,85,79,81,82,64,88,78,75,10,7,1,6,7,yes,yes,Systems Analyst
89,68,73,73,85,79,84,80,79,8,7,2,4,6,no,yes,Network Engineer
83,68,84,77,63,54,70,80,73,7,7,1,6,7,yes,yes,Quality Assurance Engineer
87,86,95,76,73,50,65,89,74,9,9,5,8,7,yes,yes,Machine Learning Engineer
84,96,82,78,55,62,75,93,88,9,8,2,9,5,yes,yes,Data Scientist
86,94,91,92,62,67,65,70,78,8,7,5,9,4,yes,yes,Software Engineer
90,65,83,90,85,45,81,75,83,11,7,3,9,6,yes,yes,DevOps Engineer
87,75,75,76,93,83,88,86,66,9,8,2,7,6,no,no,Cybersecurity Analyst
87,91,82,81,59,52,80,90,79,12,8,4,9,5,yes,yes,Machine Learning Engineer
93,59,72,72,91,92,86,72,61,7,6,1,6,6,no,yes,Network Engineer
79,77,81,75,77,54,73,73,81,6,8,1,6,7,no,yes,Quality Assurance Engineer
70,72,70,77,64,48,75,80,78,7,7,3,6,7,yes,no,Quality Assurance Engineer
92,82,71,90,75,63,83,62,76,12,8,1,8,6,yes,yes,DevOps Engineer
81,75,75,79,81,55,82,80,84,7,8,2,6,6,yes,yes,Systems Analyst
71,78,79,71,65,49,76,81,67,7,8,0,8,5,yes,yes,Database Administrator
66,58,48,73,53,47,60,70,82,8,8,1,4,8,yes,yes,Business Analyst
54,63,56,63,54,36,57,50,80,8,6,2,6,7,yes,yes,UI/UX Designer
67,56,68,79,58,51,72,66,83,9,8,1,6,9,yes,yes,Project Manager
71,90,84,79,73,63,70,97,74,8,9,4,9,5,yes,yes,Machine Learning Engineer
86,79,83,81,83,51,92,82,85,7,8,1,7,6,yes,no,Cloud Architect
50,55,56,70,45,48,55,76,81,8,8,1,3,8,yes,yes,Business Analyst
58,56,61,64,54,59,57,71,94,6,7,4,5,8,yes,no,UI/UX Designer
77,79,79,78,86,60,88,72,87,7,7,0,7,6,yes,yes,Systems Analyst
77,84,85,75,78,52,65,74,80,7,8,2,7,5,no,yes,Mobile App Developer
54,74,66,74,45,59,68,78,82,7,8,1,5,9,no,yes,Business Analyst
83,94,78,77,71,58,61,97,73,11,9,2,9,5,no,no,Data Scientist
91,91,74,78,90,74,76,83,82,7,9,3,7,7,yes,yes,Cybersecurity Analyst
62,74,65,73,70,59,60,63,95,9,7,0,4,8,yes,yes,Project Manager
79,88,81,78,67,55,83,78,84,8,8,3,8,7,yes,yes,Mobile App Developer
59,64,66,66,49,54,51,89,89,7,8,0,3,9,yes,yes,Business Analyst
76,70,93,86,71,51,78,84,81,9,8,3,9,5,yes,no,Mobile App Developer
83,76,81,90,71,62,74,60,77,10,8,4,7,7,no,yes,Mobile App Developer
75,89,92,82,66,47,74,92,86,10,8,4,7,6,yes,yes,Data Scientist
75,74,71,87,82,74,86,75,81,10,7,1,7,6,yes,yes,Systems Analyst
84,81,84,81,85,59,87,81,75,8,7,0,6,6,yes,yes,Systems Analyst
87,68,73,56,91,90,85,63,67,8,7,0,6,7,yes,no,Network Engineer
63,63,66,76,63,61,55,61,83,8,8,1,5,8,yes,no,Project Manager
55,45,64,64,45,57,60,73,81,7,6,4,5,8,no,yes,UI/UX Designer
55,56,68,78,57,40,50,71,89,9,7,0,5,9,yes,no,Business Analyst
88,77,90,91,72,50,66,78,61,10,7,2,7,4,yes,yes,Software Engineer
72,85,81,90,56,59,77,95,75,9,8,2,8,5,no,yes,Machine Learning Engineer
78,85,83,81,55,53,77,95,66,9,9,4,9,7,no,yes,Machine Learning Engineer
85,88,73,83,81,44,76,89,75,8,8,2,6,6,yes,yes,Database Administrator
82,80,82,89,70,69,83,73,79,9,8,2,6,6,yes,yes,Systems Analyst
59,66,69,86,68,53,57,71,97,10,8,1,6,8,yes,yes,Project Manager
